Geschlecht;Groesse;Alter;Gewicht;Betaetigung;Einordnung
w;163;40;85;Ausdauersport;Uebergewicht
m;190;22;75;Ausdauersport;Normalgewicht
m;169;26;59;Ausdauersport;Untergewicht
m;166;50;121;keinSport;Uebergewicht
w;164;52;61;Ausdauersport;Normalgewicht
m;183;60;94;Ausdauersport;Normalgewicht
m;178;43;117;Kraftsport;Uebergewicht
m;172;25;87;keinSport;Uebergewicht
m;194;73;156;keinSport;Uebergewicht
w;178;66;93;Ausdauersport;Normalgewicht
w;171;22;80;Ausdauersport;Normalgewicht
w;162;51;53;keinSport;Untergewicht
m;172;52;78;keinSport;Normalgewicht
w;175;33;87;keinSport;Uebergewicht
m;185;33;108;keinSport;Uebergewicht
m;187;52;73;keinSport;Untergewicht
m;198;60;153;keinSport;Uebergewicht
w;157;36;59;Ausdauersport;Normalgewicht
w;180;45;81;keinSport;Normalgewicht
m;177;75;108;keinSport;Uebergewicht
w;166;41;89;keinSport;Uebergewicht
m;182;46;91;Ausdauersport;Normalgewicht
w;169;29;145;keinSport;Uebergewicht
m;177;22;85;keinSport;Uebergewicht
m;192;42;81;keinSport;Normalgewicht
w;164;59;91;Kraftsport;Uebergewicht
w;159;27;57;Ausdauersport;Normalgewicht
w;173;25;92;keinSport;Uebergewicht
w;170;21;85;Kraftsport;Normalgewicht
w;154;27;81;keinSport;Uebergewicht
m;173;50;86;keinSport;Uebergewicht
w;165;71;91;keinSport;Uebergewicht
w;157;39;118;Kraftsport;Uebergewicht
w;189;58;94;Kraftsport;Normalgewicht
m;171;23;95;keinSport;Uebergewicht
m;175;28;127;Kraftsport;Uebergewicht
m;174;36;72;Ausdauersport;Normalgewicht
m;200;47;125;keinSport;Uebergewicht
m;181;42;105;Ausdauersport;Uebergewicht
m;160;57;76;Ausdauersport;Uebergewicht
w;189;52;143;keinSport;Uebergewicht
m;173;19;72;Kraftsport;Normalgewicht
w;163;87;108;keinSport;Uebergewicht
w;155;59;83;keinSport;Uebergewicht
w;166;21;76;Ausdauersport;Normalgewicht
m;167;64;80;Ausdauersport;Normalgewicht
w;162;23;85;keinSport;Uebergewicht
w;191;24;159;keinSport;Uebergewicht
w;172;55;87;Ausdauersport;Normalgewicht
w;165;18;45;keinSport;Untergewicht
w;167;58;83;keinSport;Uebergewicht
m;174;54;68;Ausdauersport;Normalgewicht
w;162;35;60;Kraftsport;Normalgewicht
m;178;60;157;Kraftsport;Uebergewicht
w;169;54;82;keinSport;Uebergewicht
w;159;19;69;Ausdauersport;Normalgewicht
m;179;51;76;Kraftsport;Normalgewicht
m;179;49;64;Ausdauersport;Untergewicht
w;160;63;94;Kraftsport;Uebergewicht
w;152;32;111;Ausdauersport;Uebergewicht
w;181;21;79;keinSport;Uebergewicht
w;174;54;61;Ausdauersport;Untergewicht
m;174;34;91;keinSport;Uebergewicht
m;184;61;88;keinSport;Normalgewicht
m;164;60;59;Ausdauersport;Normalgewicht
m;183;20;61;keinSport;Untergewicht
w;158;41;69;Ausdauersport;Normalgewicht
m;180;73;77;keinSport;Untergewicht
w;169;35;68;Ausdauersport;Normalgewicht
w;185;53;162;keinSport;Uebergewicht
m;174;53;106;keinSport;Uebergewicht
w;172;48;69;keinSport;Normalgewicht
w;164;58;159;Kraftsport;Uebergewicht
w;168;36;85;keinSport;Uebergewicht
w;160;19;97;Kraftsport;Uebergewicht
m;186;55;93;Ausdauersport;Normalgewicht
m;171;61;86;Kraftsport;Uebergewicht
w;155;49;66;Ausdauersport;Normalgewicht
w;153;32;85;keinSport;Uebergewicht
m;182;48;66;Ausdauersport;Normalgewicht
w;159;26;68;Ausdauersport;Normalgewicht
w;174;74;109;Kraftsport;Uebergewicht
w;163;48;73;keinSport;Uebergewicht
w;175;75;71;Ausdauersport;Normalgewicht
w;164;59;102;Kraftsport;Uebergewicht
w;156;29;83;keinSport;Uebergewicht
m;163;29;136;keinSport;Uebergewicht
m;179;28;87;keinSport;Uebergewicht
w;162;19;142;keinSport;Uebergewicht
m;182;29;85;keinSport;Normalgewicht
m;188;60;67;Ausdauersport;Normalgewicht
m;180;52;76;keinSport;Normalgewicht
w;171;45;112;Ausdauersport;Uebergewicht
m;166;60;111;Ausdauersport;Uebergewicht
m;174;22;129;Kraftsport;Uebergewicht
w;163;66;124;keinSport;Uebergewicht
w;169;77;83;keinSport;Normalgewicht
m;177;68;86;Kraftsport;Normalgewicht
w;163;71;69;keinSport;Normalgewicht
m;174;94;100;keinSport;Uebergewicht
m;172;22;55;Ausdauersport;Untergewicht
m;178;54;122;Kraftsport;Uebergewicht
w;160;47;64;keinSport;Normalgewicht
w;175;52;100;Kraftsport;Uebergewicht
w;163;59;124;keinSport;Uebergewicht
m;179;31;127;keinSport;Uebergewicht
m;183;45;82;keinSport;Normalgewicht
m;165;58;105;Kraftsport;Uebergewicht
m;186;38;95;Ausdauersport;Normalgewicht
w;177;76;99;Kraftsport;Uebergewicht
w;167;55;95;keinSport;Uebergewicht
m;166;65;83;keinSport;Normalgewicht
w;169;67;116;keinSport;Uebergewicht
m;179;53;68;Kraftsport;Untergewicht
w;167;74;61;keinSport;Untergewicht
m;162;55;150;keinSport;Uebergewicht
w;164;29;86;Kraftsport;Uebergewicht
m;174;65;120;keinSport;Uebergewicht
w;168;33;83;Kraftsport;Normalgewicht
m;173;77;64;keinSport;Untergewicht
m;165;88;78;Kraftsport;Normalgewicht
w;162;34;85;Kraftsport;Normalgewicht
m;170;36;76;Ausdauersport;Normalgewicht
w;163;26;82;Kraftsport;Normalgewicht
m;166;49;89;Kraftsport;Normalgewicht
w;166;19;147;keinSport;Uebergewicht
m;170;30;63;keinSport;Normalgewicht
w;161;51;78;Ausdauersport;Normalgewicht
m;174;63;118;Ausdauersport;Uebergewicht
w;171;57;161;keinSport;Uebergewicht
m;186;53;89;Ausdauersport;Normalgewicht
m;180;32;155;keinSport;Uebergewicht
w;160;73;85;keinSport;Uebergewicht
w;165;48;90;Ausdauersport;Uebergewicht
m;182;25;66;keinSport;Untergewicht
w;163;44;88;Kraftsport;Normalgewicht
m;183;64;61;keinSport;Untergewicht
w;164;69;150;keinSport;Uebergewicht
m;177;56;73;Ausdauersport;Normalgewicht
w;169;43;83;keinSport;Uebergewicht
m;183;59;95;Ausdauersport;Normalgewicht
w;170;52;70;Ausdauersport;Normalgewicht
m;181;56;98;keinSport;Uebergewicht
w;160;34;53;keinSport;Normalgewicht
m;177;66;103;keinSport;Uebergewicht
w;162;54;65;keinSport;Normalgewicht
w;165;57;84;Kraftsport;Normalgewicht
m;164;54;90;Kraftsport;Uebergewicht
w;160;50;79;keinSport;Uebergewicht
w;159;49;99;Ausdauersport;Uebergewicht
m;170;45;102;Kraftsport;Uebergewicht
m;181;74;63;keinSport;Untergewicht
w;163;23;93;keinSport;Uebergewicht
m;191;28;94;Ausdauersport;Normalgewicht
w;166;35;83;Kraftsport;Normalgewicht
w;178;47;85;keinSport;Normalgewicht
m;180;33;75;Ausdauersport;Normalgewicht
w;159;51;78;Ausdauersport;Uebergewicht
w;166;24;86;keinSport;Uebergewicht
m;181;73;64;keinSport;Untergewicht
m;171;28;124;keinSport;Uebergewicht
w;157;29;75;Ausdauersport;Uebergewicht
m;181;44;90;keinSport;Uebergewicht
m;176;31;107;keinSport;Uebergewicht
m;175;46;105;keinSport;Uebergewicht
m;184;28;90;keinSport;Uebergewicht
m;178;30;132;keinSport;Uebergewicht
w;161;62;66;keinSport;Normalgewicht
m;177;49;68;Ausdauersport;Untergewicht
m;174;22;73;Kraftsport;Normalgewicht
m;171;57;94;keinSport;Uebergewicht
w;165;30;54;keinSport;Untergewicht
w;163;38;51;Ausdauersport;Untergewicht
w;174;52;61;keinSport;Untergewicht
m;181;42;97;Ausdauersport;Normalgewicht
m;185;47;71;keinSport;Untergewicht
m;170;47;70;keinSport;Normalgewicht
w;171;43;68;Ausdauersport;Normalgewicht
w;169;34;92;keinSport;Uebergewicht
m;172;39;84;keinSport;Uebergewicht
w;163;52;78;keinSport;Uebergewicht
m;189;45;108;keinSport;Uebergewicht
m;165;31;92;Kraftsport;Uebergewicht
w;164;40;53;Kraftsport;Untergewicht
w;157;84;86;Kraftsport;Uebergewicht
m;172;22;116;keinSport;Uebergewicht
w;164;40;88;Ausdauersport;Uebergewicht
m;178;46;109;keinSport;Uebergewicht
m;173;45;66;keinSport;Untergewicht
m;193;43;108;Kraftsport;Uebergewicht
w;165;32;86;keinSport;Uebergewicht
m;165;26;81;keinSport;Uebergewicht
w;168;79;73;keinSport;Normalgewicht
w;166;52;56;Ausdauersport;Normalgewicht
m;179;23;66;keinSport;Normalgewicht
w;166;41;82;Ausdauersport;Normalgewicht
w;179;24;72;keinSport;Normalgewicht
m;178;56;86;Ausdauersport;Normalgewicht
m;177;60;167;keinSport;Uebergewicht
m;177;50;68;Kraftsport;Untergewicht
m;173;19;66;keinSport;Normalgewicht
w;160;48;81;keinSport;Uebergewicht
w;185;42;108;Kraftsport;Normalgewicht
m;172;51;86;keinSport;Uebergewicht
w;182;47;61;Ausdauersport;Untergewicht
w;158;47;75;keinSport;Uebergewicht
m;170;37;87;keinSport;Uebergewicht
w;165;31;66;keinSport;Normalgewicht
w;172;53;58;Ausdauersport;Untergewicht
m;182;41;91;keinSport;Uebergewicht
w;165;45;97;Ausdauersport;Uebergewicht
m;187;37;109;Ausdauersport;Uebergewicht
m;174;56;101;Kraftsport;Uebergewicht
w;171;61;110;keinSport;Uebergewicht
w;166;27;71;keinSport;Uebergewicht
w;161;49;67;keinSport;Normalgewicht
w;153;21;131;keinSport;Uebergewicht
w;159;72;79;keinSport;Uebergewicht
m;172;50;162;Kraftsport;Uebergewicht
m;164;92;101;keinSport;Uebergewicht
w;158;58;107;Kraftsport;Uebergewicht
m;187;34;114;keinSport;Uebergewicht
m;192;35;103;keinSport;Uebergewicht
w;162;19;48;keinSport;Untergewicht
w;169;31;85;Ausdauersport;Normalgewicht
m;176;51;128;keinSport;Uebergewicht
w;172;70;109;keinSport;Uebergewicht
m;179;54;88;keinSport;Normalgewicht
m;175;21;76;keinSport;Normalgewicht
m;175;33;74;keinSport;Normalgewicht
w;164;47;96;Kraftsport;Uebergewicht
m;183;47;142;keinSport;Uebergewicht
w;165;33;94;Kraftsport;Uebergewicht
m;167;40;77;Ausdauersport;Normalgewicht
m;175;50;97;Kraftsport;Normalgewicht
w;174;35;89;Kraftsport;Normalgewicht
m;185;58;68;Ausdauersport;Untergewicht
w;170;61;89;Kraftsport;Normalgewicht
w;162;50;97;Ausdauersport;Uebergewicht
m;172;57;134;keinSport;Uebergewicht
m;174;54;104;keinSport;Uebergewicht
m;182;74;70;Ausdauersport;Normalgewicht
m;179;39;102;Kraftsport;Normalgewicht
m;184;46;88;keinSport;Normalgewicht
w;169;53;89;Ausdauersport;Uebergewicht
m;181;24;55;keinSport;Untergewicht
m;172;47;66;keinSport;Untergewicht
m;172;22;72;keinSport;Normalgewicht
w;177;45;88;keinSport;Uebergewicht
m;177;63;87;Ausdauersport;Normalgewicht
w;171;43;98;keinSport;Uebergewicht
m;171;73;167;keinSport;Uebergewicht
w;154;78;149;Kraftsport;Uebergewicht
w;162;80;81;keinSport;Uebergewicht
m;171;75;162;Kraftsport;Uebergewicht
w;156;61;83;keinSport;Uebergewicht
m;172;53;72;keinSport;Normalgewicht
m;182;34;75;Ausdauersport;Normalgewicht
m;185;82;85;keinSport;Untergewicht
w;169;56;61;Ausdauersport;Untergewicht
m;169;29;100;keinSport;Uebergewicht
w;160;35;94;keinSport;Uebergewicht
m;180;33;142;Kraftsport;Uebergewicht
w;168;97;62;Kraftsport;Untergewicht
w;158;70;97;Kraftsport;Uebergewicht
w;169;19;132;Kraftsport;Uebergewicht
w;162;66;62;keinSport;Untergewicht
m;173;24;150;keinSport;Uebergewicht
m;170;58;108;keinSport;Uebergewicht
m;166;37;74;Ausdauersport;Normalgewicht
w;164;56;99;keinSport;Uebergewicht
m;184;57;103;keinSport;Uebergewicht
m;174;72;87;keinSport;Normalgewicht
m;170;22;87;keinSport;Uebergewicht
m;173;39;70;Kraftsport;Normalgewicht
m;187;45;110;Kraftsport;Normalgewicht
m;179;27;80;keinSport;Normalgewicht
w;162;71;85;keinSport;Uebergewicht
m;169;23;139;keinSport;Uebergewicht
m;188;57;94;keinSport;Normalgewicht
m;195;42;105;Ausdauersport;Normalgewicht
m;165;57;106;keinSport;Uebergewicht
w;162;56;73;Kraftsport;Normalgewicht
w;163;50;51;keinSport;Untergewicht
m;182;62;107;Kraftsport;Uebergewicht
m;169;49;101;keinSport;Uebergewicht
m;182;73;149;Ausdauersport;Uebergewicht
w;169;76;104;keinSport;Uebergewicht
w;175;56;65;keinSport;Untergewicht
w;165;39;90;keinSport;Uebergewicht
m;180;66;94;Ausdauersport;Normalgewicht
m;170;20;98;keinSport;Uebergewicht
w;168;49;80;keinSport;Uebergewicht
w;213;43;81;Ausdauersport;Untergewicht
w;170;57;99;keinSport;Uebergewicht
m;173;53;132;Ausdauersport;Uebergewicht
w;200;51;86;Kraftsport;Untergewicht
w;173;56;93;keinSport;Uebergewicht
w;169;49;75;Kraftsport;Normalgewicht
w;170;61;74;Kraftsport;Normalgewicht
m;183;29;101;Ausdauersport;Normalgewicht
w;163;85;100;keinSport;Uebergewicht
m;178;29;85;Kraftsport;Normalgewicht
w;163;46;79;keinSport;Uebergewicht
w;160;59;59;keinSport;Normalgewicht
w;175;20;41;Ausdauersport;Untergewicht
w;166;55;64;Ausdauersport;Normalgewicht
m;171;33;78;Ausdauersport;Normalgewicht
m;176;22;77;keinSport;Normalgewicht
m;177;84;86;keinSport;Normalgewicht
w;154;39;45;Kraftsport;Untergewicht
w;162;66;107;keinSport;Uebergewicht
m;177;55;66;keinSport;Untergewicht
w;167;24;83;keinSport;Uebergewicht
w;172;22;108;Kraftsport;Uebergewicht
m;183;99;106;keinSport;Uebergewicht
m;155;52;89;keinSport;Uebergewicht
m;159;65;92;Kraftsport;Uebergewicht
w;162;68;158;keinSport;Uebergewicht
w;160;56;75;Ausdauersport;Normalgewicht
m;174;46;66;keinSport;Untergewicht
m;176;48;86;Kraftsport;Normalgewicht
w;158;46;57;keinSport;Normalgewicht
w;167;20;68;Ausdauersport;Normalgewicht
m;197;59;110;Kraftsport;Normalgewicht
w;174;31;100;Kraftsport;Normalgewicht
w;166;44;108;keinSport;Uebergewicht
w;160;43;86;keinSport;Uebergewicht
m;182;19;48;keinSport;Untergewicht
m;187;44;101;Ausdauersport;Normalgewicht
m;186;50;105;keinSport;Uebergewicht
w;170;57;92;Ausdauersport;Uebergewicht
w;158;47;62;keinSport;Normalgewicht
w;160;56;122;Kraftsport;Uebergewicht
m;178;63;87;Ausdauersport;Normalgewicht
m;191;59;93;Ausdauersport;Normalgewicht
w;202;23;148;keinSport;Uebergewicht
m;180;49;71;keinSport;Untergewicht
w;157;25;82;keinSport;Uebergewicht
w;161;54;102;keinSport;Uebergewicht
m;166;46;151;Kraftsport;Uebergewicht
w;164;69;67;Kraftsport;Untergewicht
w;170;42;144;Kraftsport;Uebergewicht
m;166;44;133;keinSport;Uebergewicht
w;163;51;101;keinSport;Uebergewicht
w;165;74;96;Ausdauersport;Uebergewicht
m;162;32;93;Kraftsport;Uebergewicht
w;163;64;82;keinSport;Uebergewicht
m;172;24;63;keinSport;Normalgewicht
w;168;50;77;keinSport;Uebergewicht
m;191;40;70;keinSport;Untergewicht
w;156;39;79;Kraftsport;Normalgewicht
m;172;20;83;keinSport;Uebergewicht
w;166;48;45;Ausdauersport;Untergewicht
m;183;52;66;Ausdauersport;Untergewicht
m;191;53;93;keinSport;Normalgewicht
m;186;76;117;keinSport;Uebergewicht
m;172;58;108;keinSport;Uebergewicht
m;167;21;65;keinSport;Normalgewicht
w;158;66;96;keinSport;Uebergewicht
m;188;68;74;keinSport;Untergewicht
w;171;69;62;Ausdauersport;Normalgewicht
w;175;20;83;keinSport;Uebergewicht
w;168;28;146;Ausdauersport;Uebergewicht
m;175;55;74;keinSport;Normalgewicht
w;166;52;64;keinSport;Normalgewicht
m;178;39;114;keinSport;Uebergewicht
m;172;58;103;keinSport;Uebergewicht
w;162;73;84;Ausdauersport;Uebergewicht
m;152;66;77;keinSport;Uebergewicht
w;171;21;54;keinSport;Untergewicht
w;168;35;89;Ausdauersport;Uebergewicht
w;156;62;66;keinSport;Normalgewicht
w;168;38;102;keinSport;Uebergewicht
m;165;54;61;Ausdauersport;Untergewicht
w;160;42;79;Ausdauersport;Uebergewicht
m;167;56;87;keinSport;Uebergewicht
w;169;21;87;Kraftsport;Normalgewicht
m;186;27;156;keinSport;Uebergewicht
m;182;28;80;Ausdauersport;Normalgewicht
w;166;72;110;keinSport;Uebergewicht
m;186;36;93;Ausdauersport;Normalgewicht
m;183;47;82;keinSport;Normalgewicht
w;172;41;78;Kraftsport;Uebergewicht
w;163;41;98;keinSport;Uebergewicht
w;157;55;93;Kraftsport;Uebergewicht
w;173;20;77;Ausdauersport;Normalgewicht
w;158;25;77;Ausdauersport;Uebergewicht
w;160;52;101;keinSport;Uebergewicht
m;174;62;88;keinSport;Normalgewicht
m;170;60;113;keinSport;Uebergewicht
m;173;32;55;Kraftsport;Untergewicht
w;156;51;87;keinSport;Uebergewicht
m;178;61;86;Kraftsport;Normalgewicht
w;173;60;63;keinSport;Untergewicht
w;159;38;58;Kraftsport;Normalgewicht
m;167;29;78;Kraftsport;Normalgewicht
m;175;53;93;keinSport;Uebergewicht
m;172;40;100;keinSport;Uebergewicht
w;169;33;106;Kraftsport;Uebergewicht
m;176;61;80;Ausdauersport;Normalgewicht
w;161;42;68;Ausdauersport;Uebergewicht
w;164;47;71;Ausdauersport;Normalgewicht
m;186;37;150;keinSport;Uebergewicht
m;178;27;62;Kraftsport;Untergewicht
w;172;37;101;keinSport;Uebergewicht
m;182;56;81;Ausdauersport;Normalgewicht
m;171;80;78;keinSport;Normalgewicht
w;164;47;107;Kraftsport;Uebergewicht
m;187;59;82;keinSport;Untergewicht
m;178;46;97;Ausdauersport;Uebergewicht
m;171;24;100;Ausdauersport;Uebergewicht
w;164;38;77;Kraftsport;Normalgewicht
w;166;40;64;Ausdauersport;Normalgewicht
w;174;28;89;keinSport;Uebergewicht
w;159;37;87;keinSport;Uebergewicht
w;160;39;51;keinSport;Untergewicht
w;158;41;78;keinSport;Uebergewicht
w;165;74;78;Ausdauersport;Normalgewicht
m;175;34;75;keinSport;Normalgewicht
m;180;52;100;keinSport;Uebergewicht
m;180;67;92;keinSport;Normalgewicht
m;175;26;90;keinSport;Uebergewicht
m;178;26;128;Ausdauersport;Uebergewicht
m;198;52;76;Ausdauersport;Normalgewicht
w;160;74;61;keinSport;Untergewicht
w;157;52;77;keinSport;Uebergewicht
w;175;50;102;keinSport;Uebergewicht
w;167;51;72;keinSport;Normalgewicht
w;162;32;68;keinSport;Uebergewicht
w;172;74;58;Ausdauersport;Normalgewicht
m;172;73;111;keinSport;Uebergewicht
w;169;60;93;Kraftsport;Uebergewicht
w;162;54;84;Kraftsport;Normalgewicht
w;165;34;129;Kraftsport;Uebergewicht
w;160;21;64;Kraftsport;Normalgewicht
m;179;61;123;keinSport;Uebergewicht
w;178;55;126;keinSport;Uebergewicht
m;176;59;115;keinSport;Uebergewicht
w;175;54;90;Ausdauersport;Normalgewicht
m;177;53;83;keinSport;Normalgewicht
m;179;61;177;keinSport;Uebergewicht
w;165;28;59;Ausdauersport;Normalgewicht
w;175;52;97;Ausdauersport;Uebergewicht
w;164;43;67;keinSport;Normalgewicht
w;166;58;109;keinSport;Uebergewicht
w;181;21;65;keinSport;Normalgewicht
m;174;35;99;keinSport;Uebergewicht
m;170;18;55;Kraftsport;Untergewicht
m;175;38;67;keinSport;Untergewicht
w;156;56;90;keinSport;Uebergewicht
m;194;54;70;Kraftsport;Untergewicht
w;162;77;71;keinSport;Normalgewicht
m;184;51;119;Ausdauersport;Uebergewicht
w;170;34;81;Ausdauersport;Normalgewicht
m;174;62;108;keinSport;Uebergewicht
w;158;67;64;keinSport;Normalgewicht
w;164;41;101;keinSport;Uebergewicht
w;168;45;90;keinSport;Uebergewicht
w;157;75;111;keinSport;Uebergewicht
w;159;27;113;keinSport;Uebergewicht
m;185;22;78;keinSport;Normalgewicht
m;181;46;106;keinSport;Uebergewicht
w;174;60;171;Kraftsport;Uebergewicht
w;159;55;92;keinSport;Uebergewicht
w;172;49;86;keinSport;Uebergewicht
w;157;61;80;Kraftsport;Uebergewicht
m;178;64;96;keinSport;Uebergewicht
w;163;58;109;keinSport;Uebergewicht
m;185;20;81;keinSport;Normalgewicht
w;176;75;108;keinSport;Uebergewicht
w;156;21;79;Kraftsport;Normalgewicht
m;182;48;142;keinSport;Uebergewicht
w;162;28;93;keinSport;Uebergewicht
w;163;20;66;Ausdauersport;Normalgewicht
m;180;95;126;keinSport;Uebergewicht
w;161;50;79;keinSport;Uebergewicht
m;169;53;93;Kraftsport;Normalgewicht
w;156;58;67;keinSport;Normalgewicht
m;167;51;77;keinSport;Normalgewicht
m;178;40;57;Ausdauersport;Untergewicht
m;174;41;125;Kraftsport;Uebergewicht
m;188;82;115;Kraftsport;Uebergewicht
m;165;52;88;Kraftsport;Normalgewicht
m;171;72;116;keinSport;Uebergewicht
m;177;65;64;Ausdauersport;Normalgewicht
w;179;71;81;Ausdauersport;Normalgewicht
m;163;35;141;keinSport;Uebergewicht
m;169;80;96;keinSport;Uebergewicht
w;155;55;76;Kraftsport;Normalgewicht
w;172;46;157;keinSport;Uebergewicht
m;181;55;87;keinSport;Normalgewicht
w;170;57;71;Ausdauersport;Normalgewicht
m;177;34;90;Kraftsport;Normalgewicht
m;179;50;73;Ausdauersport;Untergewicht
m;175;59;65;keinSport;Untergewicht
w;159;49;80;keinSport;Uebergewicht
w;166;22;114;keinSport;Uebergewicht
w;167;52;91;keinSport;Uebergewicht
w;162;32;49;Ausdauersport;Normalgewicht
w;162;18;79;keinSport;Uebergewicht
w;167;61;97;Ausdauersport;Uebergewicht
w;158;79;53;Kraftsport;Untergewicht
m;164;57;67;keinSport;Normalgewicht
w;161;51;107;Kraftsport;Uebergewicht
m;174;42;93;Ausdauersport;Uebergewicht
m;178;31;69;keinSport;Normalgewicht
w;167;46;62;keinSport;Normalgewicht
w;165;98;59;Kraftsport;Normalgewicht
m;188;35;161;Kraftsport;Uebergewicht
w;165;56;111;Kraftsport;Uebergewicht
m;181;55;125;Kraftsport;Uebergewicht
m;180;69;136;keinSport;Uebergewicht
w;178;48;81;Kraftsport;Normalgewicht
m;177;49;126;keinSport;Uebergewicht
m;168;45;86;Ausdauersport;Uebergewicht
w;162;83;67;keinSport;Normalgewicht
m;164;35;76;Ausdauersport;Normalgewicht
w;167;18;77;keinSport;Uebergewicht
w;170;40;92;keinSport;Uebergewicht
w;183;40;102;Ausdauersport;Uebergewicht
m;180;46;91;Ausdauersport;Normalgewicht
m;168;46;119;Kraftsport;Uebergewicht
w;161;19;69;keinSport;Uebergewicht
w;163;62;65;Ausdauersport;Normalgewicht
w;165;42;145;Ausdauersport;Uebergewicht
m;170;35;121;keinSport;Uebergewicht
w;170;65;163;Kraftsport;Uebergewicht
m;173;48;88;keinSport;Uebergewicht
w;158;65;68;keinSport;Normalgewicht
w;157;72;82;Kraftsport;Uebergewicht
w;163;48;111;Kraftsport;Uebergewicht
w;173;60;67;keinSport;Untergewicht
m;171;73;94;keinSport;Uebergewicht
w;161;65;76;keinSport;Normalgewicht
w;157;73;65;Ausdauersport;Normalgewicht
w;161;36;83;keinSport;Uebergewicht
m;167;53;158;Kraftsport;Uebergewicht
w;168;46;148;Kraftsport;Uebergewicht
m;174;47;67;keinSport;Untergewicht
w;163;68;90;Kraftsport;Uebergewicht
m;162;43;148;keinSport;Uebergewicht
w;177;38;105;keinSport;Uebergewicht
w;165;58;99;Kraftsport;Uebergewicht
w;160;52;87;keinSport;Uebergewicht
m;182;67;106;Kraftsport;Normalgewicht
m;176;70;110;keinSport;Uebergewicht
w;155;36;121;keinSport;Uebergewicht
w;161;19;82;keinSport;Uebergewicht
w;157;54;120;keinSport;Uebergewicht
w;164;64;118;keinSport;Uebergewicht
m;187;43;101;keinSport;Uebergewicht
w;163;82;105;keinSport;Uebergewicht
w;176;47;121;Kraftsport;Uebergewicht
m;171;47;94;Kraftsport;Normalgewicht
m;201;38;182;Kraftsport;Uebergewicht
m;175;69;78;keinSport;Normalgewicht
m;177;80;115;keinSport;Uebergewicht
m;175;38;72;keinSport;Normalgewicht
m;183;35;71;keinSport;Untergewicht
w;164;27;75;Kraftsport;Normalgewicht
m;174;50;103;keinSport;Uebergewicht
m;173;47;70;Kraftsport;Normalgewicht
w;163;65;109;Kraftsport;Uebergewicht
w;166;45;63;Ausdauersport;Normalgewicht
w;172;41;85;keinSport;Uebergewicht
w;161;31;70;keinSport;Uebergewicht
m;180;80;76;keinSport;Untergewicht
w;171;82;92;keinSport;Uebergewicht
m;171;71;100;keinSport;Uebergewicht
w;164;46;96;keinSport;Uebergewicht
w;161;46;93;Ausdauersport;Uebergewicht
m;174;45;60;keinSport;Untergewicht
w;164;79;78;keinSport;Normalgewicht
m;193;49;84;Ausdauersport;Normalgewicht
w;162;77;100;keinSport;Uebergewicht
w;175;46;90;Kraftsport;Uebergewicht
m;185;25;99;Ausdauersport;Normalgewicht
w;169;66;165;keinSport;Uebergewicht
w;160;40;67;Kraftsport;Normalgewicht
w;166;27;72;keinSport;Uebergewicht
w;156;55;149;keinSport;Uebergewicht
w;162;37;61;Ausdauersport;Normalgewicht
m;174;43;93;Kraftsport;Normalgewicht
w;175;46;103;Kraftsport;Uebergewicht
w;166;54;77;keinSport;Uebergewicht
m;174;53;61;Kraftsport;Untergewicht
w;191;19;58;Ausdauersport;Untergewicht
m;182;68;85;keinSport;Normalgewicht
m;183;52;72;Ausdauersport;Untergewicht
